V1,A.S. President,A.S. President,A.S. President,A.S. President,A.S. President,A.S. Internal VP,A.S. Internal VP,A.S. Internal VP,A.S. Internal VP,A.S. Internal VP,A.S. External VP - Local,A.S. External VP - Local,A.S. External VP - Local,A.S. External VP - Local,A.S. External VP - Local,A.S. External VP - Statewide,A.S. External VP - Statewide,A.S. External VP - Statewide,A.S. External VP - Statewide,A.S. External VP - Statewide,A.S. Student Advocate General,A.S. Student Advocate General,A.S. Student Advocate General,A.S. Student Advocate General,A.S. Student Advocate General,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Engineering,Collegiate Senator - Engineering,Collegiate Senator - Engineering,Collegiate Senator - Engineering,Collegiate Senator - CCS,Collegiate Senator - CCS,Collegiate Senator - CCS,Collegiate Senator - CCS,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. University Owned Off Campus,A.S. University Owned Off Campus,A.S. University Owned Off Campus,A.S. University Owned Off Campus,
R_8eHA0oc1KVFNYvb,4,3,"Vehicula? Fusce tortor vestibulum placerat curabitur? Fringilla mauris, euismod malesuada luctus lorem vitae! Vehicula. Nibh.",2,1,,1,Quam tincidunt ac. Iaculis scelerisque sed! Et ligula cursus sagittis donec.,,,,,,,,4,3,Tincidunt nullam etiam risus vulputate. Mattis luctus dignissim! Ab erat nulla magnis pretium montes.,1,2,,1,Blandit? Purus facilisi aenean duis cras consequat placerat? Vehicula elementum ipsum. Diam.,3,2,,,,,,,,,,,,,,,,,5,,,,,,,8,,,6,,9,,,,,,2,,,,,1,,4,,7,,,3,,,,,,,,,,,,,,,,
R_6VG6ciQLNEiYlW5,1,3,Orci curabitur proin velit sed felis nullam in sollicitudin phasellus tempus maecenas cursus imperdiet cursus.,2,4,1,,,,2,,2,"Elit augue? Laoreet felis at primis ut, magnis metus dolor donec.",,1,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,3,,1,4,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_0vOooEk3vX4Z80d,3,4,"Tempor dapibus felis lorem suspendisse ante, vitae dui morbi, arcu vivamus dui? Vulputate.",2,1,1,3,"Placerat euismod mi iaculis facilisi magna in arcu sapien, tempora imperdiet sapien.",2,,1,3,"Et magna curabitur venenatis neque aliquet risus quis? Sit, volutpat.",2,,,,,,,3,4,"Nibh, tempus venenatis per sagittis euismod. Dolor ultricies ab rhoncus. Purus per.",1,2,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,Duis fringilla! Auctor diam urna nullam lorem sapien. Ullamcorper a ab amet.,1,
R_8jg6K3kMyzfHCJL,4,1,"Rhoncus porttitor eget eleifend, tellus tincidunt primis? Nunc phasellus. Velit. Suspendisse. Lorem primis facilisis.",2,3,,,,,,2,1,Eget lorem? Dapibus. Sagittis vel ultrices bibendum? Est dapibus cras dolor justo placerat.,,3,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,8,1,,,,,,,,,,,,,7,4,5,,,,,,2,,,3,9,,,,6,Nulla tempus curabitur? Ante ipsum metus sem volutpat. Proin eros iaculis quis. Elit euismod.,,,,,,,,,,,,,,
R_cOps1LFpxEs1Dyl,1,4,Ante ab dignissim praesent magna consequat arcu cras erat nunc cras tempus! Primis.,3,2,,1,Gravida pede posuere tempus odio duis nec cras quis nonummy viverra suspendisse tempus nec nibh.,3,2,,,,1,,1,2,Est. Ultrices iaculis bibendum scelerisque justo in dictumst? Accusamus interdum tincidunt tempus ut dapibus.,,3,4,2,Suspendisse viverra a! Sed etiam. Ante. Porta imperdiet! Enim? Vivamus odio. Eu.,3,1,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Tempora venenatis erat? Fringilla ultrices pharetra integer ac neque est non amet orci etiam.,,,,,,1,,,,,,
R_eDoVGXM4qQqhpAN,2,1,Diam aenean! Ligula quam arcu magna iaculis felis porttitor massa porttitor massa temporibus urna.,3,4,2,,,1,3,,,,,,1,2,"Laoreet atque, proin dolorem, tortor ab. Sit per elementum montes.",,3,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_bPmpDIZv3hvvNHv,3,2,Mauris fermentum cras non curabitur ut metus gravida per orci rutrum fusce id massa molestie.,4,1,1,2,Tellus vivamus. Elementum est. Sit natoque et at est augue quis imperdiet tempora turpis.,3,,2,,,1,3,,2,Natoque pharetra luctus iaculis! Placerat vulputate sollicitudin massa auctor auctor porta id.,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Ultricies et fermentum viverra? Maecenas proin vivamus viverra non mi luctus purus.,2,,4,3,,,,,,,,
R_1AeHiVHDHlx8SWh,4,2,Pharetra orci odio curabitur at! Iaculis. Fermentum rhoncus commodo fusce.,3,1,,,,,,,,,,,,,,,,1,3,Praesent ultricies vulputate ullamcorper fringilla commodo malesuada nulla eu mauris aliquet.,2,4,,,,,,,,,1,"Pharetra odio magna per, morbi, molestie lectus tempor non justo! Proin, dolorem, ultricies consectetuer.",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1ImIFbBzk2xTHJX,4,1,"Pharetra fermentum. Sapien. Faucibus montes sollicitudin maecenas vestibulum consectetuer nonummy, erat ab at? Vel dictumst.",2,3,,,,1,,,1,Pellentesque convallis risus integer est culpa per cras primis lectus gravida neque.,2,3,3,1,"Pretium sem. Arcu neque suspendisse morbi, praesent convallis consequat blandit.",4,2,,,,,1,,,,,,,,,,,,,2,Odio vulputate porta malesuada non wisi. Suscipit! Velit per quis. Eleifend? Dignissim.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Culpa? Ut dignissim sapien rhoncus molestie massa? Eleifend porttitor iaculis.,,2,3,,5,4,,,,,,
R_7ZLufmTl4crI0gR,4,3,"Orci sollicitudin malesuada etiam placerat. Ipsum sit, volutpat primis, dolorem tempora accusamus. At quis.",2,1,,,,1,,4,1,Ultrices quis. Primis magnis! Donec cursus augue maecenas rutrum amet luctus montes. Ultricies.,3,2,1,2,"Phasellus malesuada. Magna donec rhoncus? Gravida fermentum dignissim, eleifend ut, blandit.",3,,,,,,,,2,Sagittis sem montes amet tempora tempora enim. Proin eros facilisis ridiculus.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,Sodales. Natoque lectus scelerisque per magnis viverra consectetuer natoque tincidunt blandit.,2,
R_3UCUW1HBEIDsPVX,1,4,Scelerisque. Ultrices quam vehicula non tempor. Sollicitudin in vivamus mi.,3,2,2,4,"Per! Culpa accumsan leo tellus. Dictumst nec morbi tellus egestas donec egestas ipsum! Bibendum, eros.",1,3,1,,,2,3,,,,,1,2,3,Phasellus! Lacus etiam metus metus ipsum proin sollicitudin ut convallis tempor turpis.,1,4,,,,,,,,1,3,"Culpa dolor neque id aliquet elit donec etiam molestie, fringilla.",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
R_bsdg87ezBD2Xaxn,2,1,Massa! Massa? Ridiculus suspendisse venenatis ante ullamcorper nulla pharetra sollicitudin vehicula placerat ridiculus.,3,4,2,,,,1,1,,,2,,,1,Pellentesque? Dapibus. Eget. Placerat euismod aliquet. Volutpat potenti curabitur sodales quis aliquet atque tempus scelerisque.,,,2,3,"Consequat? Scelerisque bibendum? Egestas? Pellentesque praesent erat id? Lacus? Ac metus ligula quam, rutrum.",1,4,,,,,,,,,,,,2,3,Atque est neque! Interdum quam erat? Volutpat potenti nec eu accumsan auctor elit.,1,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_410vktdxcMeG7WJ,4,2,Mauris ab primis primis. Laoreet. Vel ridiculus felis enim eros.,3,1,,,,,1,,2,Accusamus suscipit accusamus metus mi tempor platea praesent gravida fermentum tempus volutpat? Aliquet arcu.,,1,,,,1,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Auctor fermentum erat iaculis nonummy dui potenti erat magna euismod nullam leo diam.,,
R_51NB8dKRTvpmXhr,3,1,Sagittis ab tincidunt non blandit in cras ipsum montes arcu ipsum dapibus quam. Tempus.,4,2,3,1,Placerat et mattis egestas quis morbi tempora fusce ut imperdiet ipsum.,4,2,,3,Elit. Justo maecenas. Rutrum quam tempor id ullamcorper faucibus pellentesque sapien. Consectetuer platea.,2,1,3,2,Per proin vivamus malesuada justo id non quis accusamus. Platea commodo.,1,4,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,3,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_8IAPIJaYxOqsCBn,4,3,Velit mattis? Aliquam diam platea in? Ac? Laoreet fermentum dignissim porta vitae.,1,2,,1,"Convallis. Pharetra vestibulum ut, nulla ut est sit iaculis et! Molestie placerat est platea.",3,2,,,,,,,,,,,4,2,Ipsum ullamcorper iaculis. Diam? Vivamus sagittis vestibulum orci tempus. Suspendisse ultricies.,3,1,,,,1,,,,,,,,,,,,2,,,,3,,,,,,,,,,,,,,,,,,,,,,4,,1,,,,,,,,,,,,,,,,,,,
R_efIsdKcdewBSLcx,2,3,"Euismod diam molestie luctus vivamus. Metus consectetuer consequat id, blandit bibendum phasellus enim metus posuere.",4,1,2,,,,1,4,2,"Facilisis! Posuere praesent natoque odio ab. Ullamcorper, natoque rhoncus aenean at nibh blandit. Sollicitudin.",3,1,,,,,,1,2,Justo odio dui integer! Turpis iaculis aliquam culpa. Purus. Ultrices.,,3,,,,,,,,1,2,Imperdiet nulla enim porta dolorem? Turpis sed facilisi consectetuer mattis blandit sit.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_9o6nfz8CmSmKhCZ,3,4,Et malesuada felis. Morbi? Laoreet mauris! Viverra turpis suspendisse blandit suspendisse.,2,1,,,,,,,1,Natoque integer! Nec. Ridiculus sed iaculis eu est! Consectetuer! Sagittis? Orci interdum fermentum laoreet pretium.,,,,,,,,,,,1,,,,,2,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,
R_afqIfhqSQqnlIln,2,3,"Amet tortor dolorem mauris bibendum magnis etiam natoque, sodales, ultricies mi elit.",1,4,,,,,1,,1,Ipsum. Odio sapien? Est fringilla ligula pharetra? Sagittis pede! Nibh orci diam.,2,3,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3x9MwjheGwQszVH,1,3,Id pretium nibh suspendisse. Lorem etiam porttitor sagittis justo nibh sodales pellentesque suscipit sed. Purus.,2,4,3,2,"Porttitor elit felis est consequat interdum eros eu malesuada? Consequat nonummy, sagittis.",4,1,2,3,Nulla accusamus accumsan culpa cras tempus. Rutrum ac. Mauris volutpat suspendisse proin.,1,,,,,,,2,1,"Ligula tellus dolorem dolorem sapien, vivamus suscipit ut, consectetuer. Vitae.",3,4,,,,,,,,,,,,1,2,Velit placerat convallis atque molestie potenti ridiculus. Suscipit eros euismod nulla.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,,,,,,,
R_3HQ8D4l0yV5AYol,1,2,Placerat sem ultricies vivamus pellentesque laoreet maecenas diam. Vel massa luctus.,3,4,,1,Dignissim accumsan egestas convallis! Aliquam temporibus a ipsum consectetuer. Dignissim accumsan risus.,,,2,4,"Suscipit placerat quam ac primis. Ridiculus dapibus justo curabitur vestibulum justo, leo.",3,1,1,2,Nunc ipsum lectus amet. Maecenas erat magnis vestibulum blandit id quis tempora enim.,,3,,2,"Nulla imperdiet, suscipit non laoreet, pretium amet sem mattis platea facilisis sem pede.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Vitae aliquet sagittis nunc dictumst interdum elementum auctor fusce. Proin imperdiet vel nibh ligula? Est.,,
R_cSBNJjrW2muSFAp,2,1,A dolorem suspendisse porta elit tempor molestie facilisi tempora commodo ultricies nulla natoque interdum.,4,3,2,1,Ridiculus. Felis urna? Dapibus magna. Primis purus gravida tortor proin curabitur interdum eros. Atque.,3,,1,,,2,,,3,Sem! Est egestas! Vestibulum cursus lorem metus nulla felis. Malesuada curabitur.,1,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,4,,,,,,,,,,,3,2,"Sagittis imperdiet curabitur elit neque magnis fusce sodales, vulputate. Eget nonummy odio et.",,,,,,,,,,,,,,
R_9Hcg9lnUia5vIcR,1,3,Quis consequat dapibus vivamus arcu justo. Ipsum massa vehicula. Montes non ut magna imperdiet culpa.,4,2,1,,,2,,,,,,1,1,3,In faucibus maecenas ligula ut velit facilisis dictumst. Lorem risus pellentesque.,2,4,,,,2,1,,,,,,,,3,1,Eu amet dapibus mattis duis aenean? Viverra accumsan nulla! Amet odio est neque ultricies.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_cMF2dzb9788kxMx,1,3,Accumsan enim. Eget augue diam rutrum turpis ultricies! Maecenas tincidunt aliquet.,2,4,,,,,,1,,,,,,1,Justo tortor accusamus nibh duis leo? Fringilla praesent viverra risus? Bibendum porta? Augue. Ultricies.,,,1,2,Malesuada tellus wisi. Blandit massa pede gravida auctor tempus! Montes odio.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,,,,,,
R_37uZVUicMz9ZXSt,2,1,Duis vehicula turpis volutpat. Iaculis montes mattis temporibus. Malesuada duis aliquam diam.,4,3,3,2,Vulputate massa suspendisse. Augue. Lectus dictumst proin ridiculus tellus atque dapibus.,1,4,1,2,"Quam facilisi. Duis nulla? Purus? Vestibulum dignissim, ultricies faucibus porta non ligula scelerisque. Mi lacus.",,,4,3,"Lectus platea! In, non aenean bibendum volutpat pharetra vulputate! Sagittis.",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_a5jHwFxwPyRX2Pb,4,1,"Nec felis, nunc. Pretium wisi ante maecenas. Elementum et cursus in.",3,2,1,,,,,,,,,1,,1,"Turpis vitae euismod fusce curabitur tincidunt nonummy turpis, leo. Tellus scelerisque? Bibendum.",,,2,,,1,,,,,,,,,,,,,1,3,Accumsan! Felis cursus ullamcorper mi diam justo. Temporibus magna eros sollicitudin. Sagittis fermentum temporibus mi.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_e5JQfDSNschAPDT,4,1,"Aenean! Sodales consectetuer. Maecenas at tincidunt rutrum porta nonummy. Scelerisque facilisi nec viverra, quis.",3,2,,1,"Consequat aliquet eros non, magnis sagittis. Fusce proin. Aenean nulla! Platea platea cursus primis culpa.",,,1,,,2,,1,3,"Tempus quam, auctor eu in dignissim fusce? Ultrices leo. Cursus est dapibus fusce cursus lacus.",2,,,,,,,,,,,,,,,,,,1,2,Euismod donec nibh ac tempora magnis vulputate luctus ultricies mi ridiculus? Arcu dolorem! Donec.,,,6,,,,,,,4,,,,,,,,7,1,,,3,,,,,2,,5,,,,,,,,,,,,,,,,,,,,
R_bKEwDh0KcaDJkdD,4,2,"Diam sapien vivamus nibh gravida accusamus accusamus, fringilla. Tincidunt nullam placerat turpis etiam.",1,3,3,2,"Cursus scelerisque laoreet eu aliquam enim suscipit tempora. Turpis, malesuada.",4,1,,,,,,2,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_248tWfZS1Ui3GXH,2,4,Primis velit suscipit elementum vestibulum nibh. Ante in elementum elit.,1,3,1,3,In rutrum id. Auctor facilisis. Augue arcu! Pharetra. Primis luctus.,,2,1,3,"Dictumst. Elementum duis? Nullam. Posuere lacus commodo arcu, viverra platea, laoreet rutrum.",2,4,,1,Lacus turpis sem phasellus ante atque dignissim ultrices ultrices. Tortor vivamus maecenas lectus.,2,,,1,"Massa. In! Etiam erat mi curabitur dolor, augue? Volutpat? Ultrices commodo sem.",,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_8IjEwosWqBJK6Fv,2,3,"Montes tempus justo? Tempor! Nonummy! Etiam, ipsum fringilla massa tincidunt accumsan donec ut.",1,4,2,1,"Pharetra, pretium fusce sollicitudin ac eleifend. Placerat primis! Gravida risus.",,3,,2,"Nullam lacus, arcu viverra convallis phasellus est sapien quis. Dolorem eget. Cursus orci.",1,,1,4,Eros mattis sapien primis tincidunt. Suspendisse turpis tempora rutrum! Pellentesque a lectus.,2,3,3,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_ex4Qe3We92WzsTr,3,2,Vitae sodales odio? Velit et natoque! In commodo nec facilisis! Dapibus.,1,4,3,,,2,1,,1,Ridiculus fusce facilisi enim euismod amet pede elit ac tortor volutpat ipsum? Viverra.,3,2,3,2,Nullam eros commodo fermentum temporibus venenatis metus sodales ullamcorper laoreet interdum primis nec.,1,4,,,,,,,,,,,,,,2,Consequat! Atque ligula nullam auctor egestas consectetuer. Ac suscipit eros mattis! Volutpat sed.,1,,,,,,,,,4,,,,,,,,,,,,,,,5,,3,,2,,,,1,,,,,,,,,,,,,,,,,,,,
R_d7nJI013Qs3Bitf,1,2,Imperdiet dictumst lacus massa platea massa tellus dui? Proin ac. Tempus.,3,4,2,4,Ab mattis volutpat. Orci sed! Lorem integer proin magna justo dapibus euismod.,1,3,,,,,,,,,1,,1,4,"Elementum, tincidunt erat mattis tincidunt vulputate per magnis? Placerat volutpat.",2,3,,,,,,,,,,,,,,,,,,,,,8,9,,,,,,6,,,,2,,5,,7,,,3,1,,,,,,,,4,"Quis pretium eleifend placerat, tellus id commodo vehicula accumsan! Imperdiet phasellus.",,,,,,,,,,,,,,
R_6tXXjPukH98oyqN,1,3,"Id dignissim! Placerat bibendum, nulla culpa scelerisque. Sodales ac. Porta amet dapibus.",2,4,,,,,,1,,,,,,,,,,2,1,"Accusamus fermentum, consequat risus magna cras ligula proin rhoncus? Dolorem neque tempor nec ut.",4,3,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_6fY9fysBLChAz9X,4,1,Ullamcorper enim eros duis erat diam sollicitudin. Imperdiet diam tempus! Montes dignissim porttitor augue.,2,3,2,1,Etiam integer potenti blandit! Venenatis ut. Luctus nec mauris tincidunt.,,3,1,,,2,3,2,1,"Vehicula culpa sagittis amet erat, cursus, atque tincidunt posuere tortor.",4,3,,1,Non leo est integer orci gravida? Suscipit tempor nunc vestibulum eros eleifend enim. Diam cras.,2,3,,,,,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,Posuere augue velit etiam fringilla ridiculus nullam. Tellus interdum curabitur tempora fermentum ullamcorper tempora.,3,
R_aVoQZ5UXH6RblYh,4,1,Odio dolorem praesent erat vulputate cras sollicitudin. Interdum lectus porttitor faucibus et.,2,3,,1,Sit laoreet duis imperdiet nullam egestas arcu neque malesuada etiam.,,,2,1,Maecenas porta ut potenti nunc. Accusamus ac eros arcu dolor.,3,4,2,1,Id faucibus nullam viverra? Phasellus porttitor mi amet wisi! Ab.,3,4,,2,Scelerisque primis nonummy aliquet. Turpis luctus purus mauris ultricies augue ac mi? Montes.,,1,,,,,,,,,,,,,1,Dapibus vulputate malesuada per pede laoreet dictumst ab sodales facilisi.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
R_bjgReGWEXWVlqHH,3,4,"Dolor? Ab, massa dolor. Urna morbi? Natoque nulla! Iaculis porta. Aliquam. Vestibulum.",2,1,3,1,"Nullam? Bibendum vulputate. Ultricies natoque, blandit wisi fringilla aliquam, erat? Platea.",,2,1,,,,,2,1,Donec ultricies consectetuer blandit maecenas. Non cursus a tempus. Convallis? Sem.,,,4,2,Enim fringilla ullamcorper porta. Scelerisque placerat vel nec. Neque vel praesent.,1,3,,,,,,,,,1,Tincidunt duis wisi tempus vitae orci scelerisque lacus maecenas massa ultrices scelerisque.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_7Vx8ozCmPpugSTX,1,4,"Porta morbi morbi, ultrices. Metus aliquam ante sem bibendum etiam euismod.",3,2,2,,,3,1,2,4,"Dolorem blandit consequat sed nec tempus, ultricies malesuada dui orci dignissim aliquet erat.",1,3,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1H9KabW9NkS8Aeh,3,2,Potenti? Consectetuer curabitur maecenas mattis. Potenti cursus posuere lacus cursus dolorem dolor culpa.,4,1,,1,"Urna potenti. Tempora sed dapibus fermentum euismod metus ridiculus suspendisse praesent, ullamcorper placerat, volutpat, fermentum.",,,3,4,Dolor ut gravida eget sagittis platea praesent ligula morbi etiam orci maecenas pellentesque venenatis.,1,2,1,,,,,,2,At fusce consequat. Sed sapien blandit! Arcu rhoncus volutpat et.,1,3,,,,,,,,,,,,,1,Augue tempus interdum fusce ipsum sem tempor felis platea pede magnis.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_eVhNXnaFvFDjMrz,1,3,"Aliquam sed ridiculus platea dapibus aliquet eget amet nullam id dictumst? Justo commodo curabitur, auctor.",4,2,,1,Per at sodales vel pretium nonummy luctus suspendisse maecenas pretium imperdiet rutrum.,,,,,,1,,1,3,Interdum curabitur primis vestibulum mattis metus. Volutpat vestibulum tempora nunc elit metus faucibus.,2,,,,,2,1,,2,Nec. Donec suscipit porttitor primis! Odio sapien platea? Dignissim vulputate. Facilisi.,4,1,3,,,,,,,,,,,,,,,,,,,9,5,,,,3,8,7,,,,,2,,,,,,,,1,,6,4,Ut montes! Ultricies lectus ullamcorper malesuada! Dignissim natoque culpa bibendum. Nonummy.,,,,,,,,,,,,,,
R_9vHd1Cqqbi6H1wp,4,3,Viverra nibh pede dui augue! Donec diam lectus nullam augue vehicula nonummy.,2,1,,,,1,,2,4,Faucibus velit. Cras molestie felis leo potenti placerat massa sapien magnis scelerisque.,3,1,1,3,"Non. Urna eros, lacus wisi potenti blandit donec, ullamcorper convallis primis convallis orci sit venenatis.",,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
R_czQjmYnEYbmgzCB,3,4,Et neque placerat. Curabitur maecenas ipsum sagittis et nibh? Dui fusce gravida.,1,2,,,,2,1,3,,,2,1,4,3,Vulputate facilisis. Sem? Egestas wisi turpis pretium scelerisque! Facilisi magna quam.,1,2,2,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,"Ac convallis aenean tincidunt cras sed, massa egestas metus culpa! Turpis magnis consequat tincidunt, turpis.",,
R_0DmBF49UHy9vODj,1,4,Tincidunt ac tempus morbi convallis? Convallis natoque ipsum pretium praesent fermentum ab proin scelerisque tortor.,2,3,2,,,,1,1,4,Maecenas montes eu massa enim porttitor sed primis! Proin? Aenean lacus per.,3,2,2,,,,1,3,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Sagittis dolorem. Fermentum? Lacus sagittis elit vel tempus egestas. Phasellus, pharetra pharetra.",,,2,,,,,,,,,
R_bpidNlmuPig5Pdr,2,3,"Erat, ab facilisi sodales magna tempora consectetuer, faucibus odio imperdiet nec id.",4,1,2,1,"Sodales ante justo, quis egestas faucibus dapibus bibendum dolor a fringilla risus urna, volutpat.",,3,,1,"Etiam arcu consectetuer egestas consectetuer felis elementum nec tincidunt elit vestibulum. Tincidunt, temporibus.",2,3,,,,1,,,,,1,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
R_ei09hKU98ylEgbH,1,2,Tincidunt lectus pharetra est tellus platea urna! Phasellus imperdiet dapibus mattis.,3,4,,,,,,,,,1,,,2,"Enim fusce scelerisque dui ante arcu aenean pede. Non, auctor consectetuer est fringilla curabitur dolorem.",,1,1,2,"Per morbi eros felis maecenas tortor nec praesent, potenti culpa turpis.",,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,"Sem erat placerat scelerisque! Enim porttitor sollicitudin, ullamcorper cursus! Cras.",3,
R_9oZGZHklLIXZomF,4,1,"Viverra id placerat? Ligula, primis eros commodo venenatis. Commodo! Elit. Posuere, nunc nec velit suscipit.",3,2,2,3,"Ab rutrum massa justo dolorem aliquet morbi, per erat vehicula.",1,4,2,4,"Fringilla et interdum ab convallis proin aenean, eget nunc consequat cras vulputate.",3,1,2,,,,1,3,1,"Eu aliquam eleifend erat bibendum. Quam, et commodo ullamcorper mi. Mauris nec quis tellus.",2,,,,,,,,,,,,1,,,,,,,8,3,,,,,,,,,,,,,,,,5,,,,,2,6,7,,4,,,,1,Tempus mauris at? Ante cras blandit duis praesent? Luctus est.,,,,,,,,,,,,,,
R_etvc2WaPeULfva5,2,1,Posuere. Cursus euismod ridiculus eu auctor felis. Vulputate donec eget volutpat.,4,3,,,,2,1,,2,"Eu? In lacus mi? Suscipit quam ridiculus sollicitudin neque, sem justo urna et. Vivamus.",1,,1,,,,,3,1,"Ante aliquet sapien nunc nibh erat, primis primis? Pede vestibulum vitae venenatis.",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Rhoncus amet eleifend? Accusamus eu lorem suspendisse dolor morbi porttitor molestie dapibus, augue.",,
